,DATE,Apache,Cochise,Coconino,Gila,Graham,Greenlee,La Paz,Maricopa,Mohave,Navajo,Pima,Pinal,Santa Cruz,Yavapai,Yuma
282,2013-07-01,19.7,9.5,8.4,9.5,8.4,5.9,7.5,6.9,10.6,14.3,7.2,8.4,17.1,8.0,28.3
283,2013-08-01,18.1,9.4,8.2,9.6,8.1,6.1,7.9,7.1,10.6,13.2,7.3,8.4,17.1,8.0,27.5
284,2013-09-01,17.9,9.3,7.9,9.5,7.9,5.7,8.1,6.8,10.3,13.0,6.9,8.2,17.4,7.6,27.4
285,2013-10-01,18.8,9.5,8.2,9.6,7.7,5.3,8.0,6.5,10.3,13.2,6.7,8.0,17.4,7.3,27.4
286,2013-11-01,18.1,9.0,7.9,9.2,7.2,5.2,7.6,6.0,9.6,12.7,6.2,7.4,15.3,6.8,25.0
287,2013-12-01,17.8,8.9,7.9,9.0,7.1,5.0,7.4,5.9,9.5,12.5,6.1,7.2,14.3,6.8,23.2
288,2014-01-01,17.9,9.1,8.2,9.5,7.2,5.1,8.4,6.1,9.7,13.0,6.3,7.6,13.5,7.2,22.6
289,2014-02-01,17.0,8.9,7.8,9.0,7.0,4.7,8.2,5.9,9.3,12.2,6.0,7.3,12.7,6.7,21.6
290,2014-03-01,16.8,8.9,7.7,8.8,7.0,5.1,8.1,6.0,9.1,11.9,6.2,7.3,12.6,6.8,20.8
291,2014-04-01,15.2,8.2,6.4,7.9,6.3,4.8,7.3,5.3,8.3,10.8,5.4,6.5,11.3,5.9,23.2
292,2014-05-01,15.5,8.5,6.7,8.1,6.9,6.0,7.3,5.7,8.5,10.8,5.9,6.8,11.5,6.1,25.2
293,2014-06-01,16.1,8.7,7.2,8.3,7.8,6.8,7.5,6.1,8.8,11.1,6.4,7.3,12.3,6.6,23.5
294,2014-07-01,16.8,8.9,7.5,8.4,8.5,8.0,7.5,6.2,8.9,11.8,6.5,7.4,14.8,6.6,26.2
295,2014-08-01,15.4,8.5,7.1,8.2,8.4,7.9,7.6,6.2,8.9,10.9,6.5,7.3,14.7,6.5,25.3
296,2014-09-01,14.8,8.1,6.7,8.1,8.0,8.0,7.6,5.9,8.7,10.4,6.1,7.1,14.8,6.2,24.5
297,2014-10-01,14.3,7.8,6.4,7.9,7.5,7.9,7.3,5.6,8.3,9.9,5.9,6.7,13.8,5.9,22.3
298,2014-11-01,14.0,7.6,6.6,7.8,7.2,7.8,7.1,5.4,8.1,9.8,5.8,6.4,11.9,5.9,19.7
299,2014-12-01,14.1,7.6,7.0,7.9,7.2,7.7,7.1,5.2,8.1,10.2,5.5,6.3,11.2,5.9,19.2
300,2015-01-01,14.8,8.3,7.5,8.7,7.9,8.1,8.4,5.7,9.0,11.2,5.8,6.9,11.1,6.5,19.3
301,2015-02-01,14.0,7.6,6.7,8.1,7.4,7.7,8.1,5.2,8.5,10.5,5.3,6.4,10.4,5.9,18.7
302,2015-03-01,13.5,7.4,6.5,7.9,7.2,7.5,7.4,5.1,8.2,10.0,5.3,6.4,9.7,5.7,17.7
303,2015-04-01,12.8,7.2,5.8,7.5,6.6,7.1,7.5,4.9,7.6,9.2,5.2,6.0,9.4,5.4,22.1
304,2015-05-01,13.3,7.2,6.1,7.6,7.0,7.5,7.5,5.0,7.6,9.4,5.3,6.1,9.8,5.3,24.4
305,2015-06-01,13.7,7.4,6.6,7.8,7.6,7.4,7.4,5.4,8.0,9.7,5.9,6.6,10.6,5.9,22.3
306,2015-07-01,14.6,7.5,7.0,8.1,8.2,7.9,7.3,5.4,8.1,10.4,5.9,6.6,14.0,5.9,25.3
307,2015-08-01,13.0,7.4,6.6,7.9,7.6,7.9,7.4,5.4,8.0,9.5,5.8,6.5,13.8,5.8,25.4
308,2015-09-01,12.7,7.3,6.3,7.9,7.4,8.6,7.6,5.2,7.9,9.2,5.5,6.4,14.5,5.5,24.9
309,2015-10-01,12.3,6.9,6.2,7.8,7.2,8.7,7.1,5.0,7.6,8.9,5.4,6.1,13.5,5.3,22.3
310,2015-11-01,12.1,6.7,6.2,7.6,7.0,8.1,6.9,4.8,7.4,8.8,5.2,5.8,11.1,5.2,19.3
311,2015-12-01,12.4,6.5,6.6,7.6,6.9,8.5,6.8,4.6,7.4,9.1,5.0,5.6,10.1,5.0,17.4
312,2016-01-01,12.7,6.8,7.0,8.1,7.1,8.9,7.0,4.8,7.6,9.8,5.2,5.9,9.6,5.5,16.5
313,2016-02-01,11.8,6.5,6.2,7.6,6.7,8.2,6.5,4.6,7.1,8.9,4.9,5.6,8.9,5.1,15.4
314,2016-03-01,11.6,6.6,5.9,7.5,6.8,8.5,6.2,4.7,7.1,8.5,5.0,5.7,8.8,5.2,14.5
315,2016-04-01,10.9,6.3,5.5,7.2,6.8,8.1,6.0,4.5,6.6,8.0,4.9,5.5,8.2,4.9,18.5
316,2016-05-01,10.6,6.1,5.4,6.8,6.7,7.8,5.5,4.4,6.2,7.5,4.7,5.3,7.9,4.6,20.0
317,2016-06-01,11.9,6.6,6.3,7.5,7.4,7.8,6.1,4.9,6.8,8.4,5.3,5.8,9.4,5.1,20.8
318,2016-07-01,12.5,6.4,6.4,7.5,7.8,7.8,6.0,4.9,6.6,8.9,5.3,5.8,12.5,5.1,22.7
319,2016-08-01,11.7,6.3,6.2,7.3,7.3,7.4,6.2,4.8,6.6,8.1,5.2,5.8,12.6,5.0,23.9
320,2016-09-01,11.3,6.3,5.8,7.2,6.5,7.4,6.2,4.7,6.7,7.8,5.2,5.8,12.6,5.1,20.9
321,2016-10-01,11.2,5.9,5.8,7.0,6.4,6.8,5.6,4.5,6.2,7.7,4.8,5.4,12.0,4.7,19.6
322,2016-11-01,10.7,5.6,5.7,6.7,5.8,6.2,5.8,4.2,6.0,7.6,4.6,5.1,9.5,4.6,17.2
323,2016-12-01,10.9,5.6,6.3,6.6,5.8,6.1,5.5,4.2,6.0,8.1,4.5,5.1,8.9,4.5,15.6
324,2017-01-01,11.8,6.1,6.7,7.2,6.7,6.3,6.0,4.6,6.8,9.0,4.9,5.6,8.9,5.3,14.9
325,2017-02-01,11.2,5.8,6.3,6.8,5.9,5.8,5.8,4.4,6.3,8.4,4.7,5.4,8.1,5.0,13.7
326,2017-03-01,10.7,5.6,6.1,6.4,5.7,5.6,5.3,4.3,6.0,8.0,4.6,5.2,8.0,4.7,13.3
327,2017-04-01,9.7,5.4,5.2,6.0,5.2,5.0,5.2,4.0,5.7,7.3,4.3,4.9,7.2,4.4,16.3
328,2017-05-01,9.5,5.2,5.1,5.7,5.3,4.9,5.1,4.1,5.6,7.0,4.4,4.9,7.0,4.4,17.4
329,2017-06-01,10.9,5.5,5.7,5.9,5.7,5.0,5.3,4.3,5.9,7.7,4.7,5.2,8.7,4.5,19.2
330,2017-07-01,11.5,5.8,5.8,6.1,6.0,5.0,5.4,4.3,5.9,8.2,4.7,5.2,12.0,4.5,21.6
331,2017-08-01,10.3,5.8,5.5,6.0,5.4,4.9,5.7,4.3,6.0,7.4,4.7,5.2,12.5,4.6,22.4
332,2017-09-01,9.5,5.7,5.0,5.9,4.9,4.4,5.4,4.2,5.8,7.1,4.4,5.0,12.2,4.4,19.0
333,2017-10-01,9.5,5.4,4.9,5.5,4.9,4.5,4.9,3.9,5.4,7.0,4.2,4.6,11.2,4.2,17.3
334,2017-11-01,9.3,5.4,4.9,5.6,4.8,4.4,5.2,3.9,5.4,7.0,4.2,4.7,9.1,4.3,14.9
335,2017-12-01,9.9,5.4,5.4,5.8,5.0,4.5,5.5,3.9,5.8,7.7,4.2,4.7,9.3,4.3,14.3
336,2018-01-01,10.8,6.0,6.2,6.3,5.6,5.0,6.4,4.3,6.3,8.8,4.7,5.2,9.1,4.8,14.3
337,2018-02-01,10.3,5.7,5.8,6.1,5.1,4.7,6.4,4.2,5.8,8.2,4.5,5.0,8.3,4.5,12.8
338,2018-03-01,10.2,5.6,5.5,5.9,5.0,4.4,6.4,4.1,5.7,8.0,4.4,4.9,8.5,4.4,13.6
339,2018-04-01,9.3,5.3,4.9,5.6,4.7,4.2,6.4,3.9,5.4,7.3,4.2,4.7,7.4,4.1,16.0
340,2018-05-01,8.8,5.1,4.7,5.3,4.5,3.8,6.1,3.7,5.2,6.7,4.0,4.6,6.8,4.0,17.4
341,2018-06-01,10.6,5.7,5.6,6.0,5.5,4.2,6.4,4.3,5.9,8.0,4.7,5.2,8.6,4.6,19.7
342,2018-07-01,11.1,5.6,5.9,5.9,5.8,4.3,6.2,4.2,5.7,8.3,4.6,5.1,11.1,4.4,21.0
343,2018-08-01,10.0,5.8,5.5,6.0,5.4,4.1,6.4,4.3,5.9,7.6,4.7,5.3,11.5,4.6,21.4
344,2018-09-01,9.5,5.7,5.1,5.9,4.9,4.1,6.2,4.2,5.8,7.3,4.5,5.1,11.6,4.6,18.8
345,2018-10-01,9.9,5.6,5.3,5.8,5.0,4.0,5.8,4.1,5.7,7.3,4.5,5.0,11.5,4.4,18.5
346,2018-11-01,9.7,5.6,5.3,5.8,5.0,4.1,5.9,4.1,5.8,7.4,4.5,5.0,8.8,4.5,15.6
347,2018-12-01,10.7,5.8,6.2,6.0,5.3,4.3,6.2,4.3,6.1,8.3,4.7,5.1,8.9,4.6,14.7
348,2019-01-01,12.3,7.0,7.5,7.0,6.3,5.2,7.0,4.9,7.1,10.0,5.4,5.9,9.2,5.5,15.2
349,2019-02-01,10.1,5.8,6.1,5.6,4.9,4.1,6.0,4.1,5.7,8.2,4.5,5.0,7.6,4.5,12.3
350,2019-03-01,9.7,5.7,5.7,5.5,4.8,4.1,5.9,4.0,5.7,7.7,4.4,4.8,7.5,4.4,12.1
351,2019-04-01,8.6,5.4,4.7,5.1,4.3,3.7,5.8,3.7,5.2,6.8,4.0,4.5,6.5,4.1,14.3
352,2019-05-01,9.0,5.5,5.0,5.3,4.7,4.1,5.8,3.9,5.5,6.8,4.3,4.8,6.6,4.3,17.2
353,2019-06-01,11.1,6.3,6.1,6.0,5.6,4.6,6.7,4.5,6.3,8.1,5.0,5.5,8.4,4.9,19.6
354,2019-07-01,12.3,6.7,6.5,6.3,6.2,5.0,6.9,4.7,6.5,8.6,5.3,5.8,10.7,5.1,22.2
355,2019-08-01,10.7,6.5,6.0,6.2,5.4,4.7,6.8,4.6,6.5,7.8,5.1,5.7,12.0,5.1,23.2
356,2019-09-01,8.9,5.3,4.8,5.0,4.1,3.7,5.3,3.7,5.3,6.5,4.1,4.6,10.6,4.1,18.6
357,2019-10-01,8.9,5.1,4.7,5.0,4.1,3.7,5.0,3.7,5.2,6.4,4.1,4.5,9.5,4.0,16.1
358,2019-11-01,8.9,5.3,4.8,5.5,4.2,3.8,5.2,3.7,5.4,6.6,4.1,4.7,8.0,4.2,15.4
359,2019-12-01,9.8,5.3,5.5,5.1,4.3,3.6,5.4,3.6,5.4,7.1,4.1,4.5,7.7,4.0,14.5
